user_id,fold
182873,train
203403,train
176268,train
198395,train
168132,train
179578,train
227607,train
175590,train
184670,train
204555,train
174253,train
219759,train
189434,train
198231,train
186953,train
97015,train
179916,train
222300,train
181645,train
181092,train
211264,train
184023,train
188442,train
201996,train
214449,train
184032,train
188006,train
179747,train
205400,train
171451,train
173943,train
197916,train
189775,train
203444,train
220665,train
199220,train
211248,train
126770,train
183018,train
220037,train
192809,train
147353,train
142849,train
201494,train
127334,train
220000,train
180691,train
179790,train
210702,train
122889,train
192784,train
226595,train
130989,train
184771,train
185800,train
214635,train
227786,train
175667,train
128070,train
93654,train
173282,train
186438,train
191506,train
171578,train
195422,train
202815,train
194769,train
204609,train
182826,train
187075,train
175662,train
188015,train
179371,train
206617,train
213478,train
217984,train
223835,train
180470,train
223970,train
200857,train
221208,train
124952,train
195287,train
193720,train
185599,train
178962,train
196448,train
176851,train
195114,train
173947,train
137265,train
227329,train
175232,train
178862,train
173149,train
120886,train
225360,train
224257,train
179453,train
219992,train
223441,train
167481,train
181726,train
183243,train
221573,train
173996,train
175105,train
179494,train
206619,train
223591,train
97522,train
193419,train
171895,train
194670,train
178856,train
179343,train
221480,train
131138,train
120417,train
121672,train
180043,train
178493,train
210697,train
202709,train
193679,train
121928,train
172814,train
221920,train
199516,train
123279,train
169777,train
224475,train
202283,train
194128,train
179313,train
227158,train
194638,train
178755,train
221559,train
214694,train
99841,train
150839,train
143518,train
205966,train
194169,train
180415,train
193685,train
223690,train
178723,train
194716,train
176791,train
176494,train
221657,train
128808,train
202049,train
123227,train
195093,train
189297,train
189258,train
222525,train
122139,train
208871,train
176711,train
222505,train
206228,train
170987,train
223157,train
148313,train
183376,train
173579,train
186304,train
201972,train
178341,train
184309,train
187230,train
171343,train
168174,train
173734,train
195390,train
201147,train
130780,train
198752,train
177958,train
124069,train
220404,train
179009,train
150320,train
183123,train
137950,train
216566,train
175208,train
183062,train
120856,train
184227,train
174969,train
167837,train
223836,train
191960,train
184876,train
181546,train
174095,train
203431,train
150754,train
197739,train
176625,train
224517,train
178797,train
219375,train
172523,train
181535,train
174639,train
141706,train
202145,train
181083,train
198055,train
222727,train
111301,train
181648,train
200886,train
192275,train
173599,train
100580,train
182730,train
175383,train
219527,train
222358,train
96375,train
180769,train
219411,train
193665,train
227669,train
216055,train
178675,train
93580,train
220351,train
175290,train
208415,train
179745,train
185522,train
204772,train
137142,train
182720,train
221499,train
181506,train
184075,train
221760,train
181897,train
175868,train
220547,train
