user_id,fold
180683,train
206587,train
123622,train
186016,train
184415,train
182784,train
203331,train
109579,train
128820,train
176097,train
137974,train
201315,train
211231,train
182366,train
184652,train
121620,train
200177,train
174724,train
186028,train
175963,train
179445,train
137415,train
190591,train
189749,train
175216,train
185653,train
182778,train
221694,train
133683,train
196905,train
178348,train
171109,train
134726,train
225548,train
126147,train
169281,train
190203,train
207678,train
205853,train
187055,train
223850,train
206395,train
180733,train
219610,train
182809,train
221535,train
182653,train
166272,train
227863,train
176386,train
206494,train
142876,train
203541,train
186278,train
207757,train
177499,train
186958,train
168155,train
205402,train
205724,train
180188,train
175686,train
173325,train
117831,train
198656,train
180790,train
189015,train
190144,train
177890,train
222589,train
189531,train
203043,train
182558,train
185550,train
205909,train
223696,train
227727,train
178859,train
200415,train
198428,train
205411,train
102608,train
182470,train
178933,train
227086,train
183485,train
227386,train
183010,train
172700,train
190451,train
184110,train
170983,train
196526,train
221208,train
131029,train
188969,train
221416,train
221652,train
178981,train
205466,train
182321,train
176253,train
176608,train
175673,train
191497,train
172888,train
127942,train
192775,train
185718,train
180450,train
214498,train
103646,train
186836,train
195774,train
194268,train
93608,train
225811,train
171890,train
196844,train
193980,train
222780,train
202688,train
200281,train
199126,train
172358,train
193300,train
190057,train
186393,train
167710,train
184240,train
217909,train
188452,train
193693,train
202993,train
197712,train
208086,train
195027,train
131282,train
150779,train
207025,train
206713,train
121348,train
124784,train
180889,train
197186,train
133669,train
108743,train
185977,train
174075,train
170309,train
172443,train
185115,train
219062,train
183484,train
184630,train
185280,train
186246,train
227545,train
193314,train
195885,train
200464,train
171918,train
176493,train
213471,train
188405,train
221162,train
167882,train
210620,train
205564,train
187023,train
175247,train
196290,train
198205,train
219691,train
222926,train
190574,train
182419,train
196858,train
211936,train
184516,train
180924,train
193228,train
223548,train
166867,train
171368,train
191012,train
188237,train
197190,train
192496,train
193356,train
222937,train
186956,train
198588,train
177486,train
174481,train
197653,train
223069,train
222358,train
184972,train
174064,train
181166,train
189104,train
207836,train
181169,train
215535,train
184911,train
182463,train
227240,train
184854,train
220876,train
185766,train
205727,train
183506,train
177229,train
214630,train
174339,train
184333,train
221237,train
182645,train
223959,train
223855,train
187767,train
212725,train
180437,train
220175,train
205772,train
207680,train
222094,train
206189,train
215297,train
173288,train
141648,train
186941,train
168780,train
191595,train
181893,train
179886,train
196461,train
181258,train
178970,train
178760,train
192756,train
122887,train
199467,train
196826,train
178642,train
202854,train
200078,train
166918,train
176906,train
174716,train
185194,train
180076,train
205693,train
207237,train
227356,train
224455,train
203466,train
201667,train
204801,train
179555,train
199657,train
167701,train
96947,train
214610,train
174811,train
175447,train
208983,train
189363,train
213473,train
175431,train
204666,train
199718,train
132085,train
175905,train
206596,train
179387,train
129302,train
203271,train
130121,train
192769,train
176714,train
133697,train
178261,train
166908,train
146280,train
221700,train
184577,train
204163,train
171162,train
227675,train
204070,train
181992,train
182375,train
206489,train
173691,train
96447,train
185706,train
185526,train
200391,train
180002,train
172863,train
184457,train
194751,train
211997,train
173450,train
227465,train
181668,train
181261,train
202063,train
103689,train
222975,train
196586,train
150320,train
198793,train
223935,train
226727,train
171914,train
221648,train
221112,train
181367,train
183734,train
198002,train
174482,train
171629,train
155465,train
202009,train
221882,train
219366,train
180795,train
225903,train
198326,train
136918,train
182000,train
173750,train
188833,train
223644,train
180539,train
183556,train
175704,train
203006,train
219467,train
201560,train
202831,train
174284,train
175110,train
197092,train
223168,train
212293,train
169104,train
198536,train
190527,train
186800,train
214375,train
180562,train
138665,train
180814,train
186414,train
172402,train
195152,train
174825,train
227098,train
180678,train
187050,train
175246,train
186939,train
134661,train
167102,train
200640,train
223171,train
208960,train
184330,train
205008,train
193495,train
124495,train
101691,train
181471,train
227049,train
223596,train
175675,train
215751,train
150930,train
222344,train
199142,train
123442,train
100582,train
131293,train
181185,train
178595,train
214736,train
120890,train
205645,train
209300,train
176628,train
204584,train
184103,train
169263,train
182304,train
130773,train
200211,train
178172,train
217720,train
170128,train
174557,train
176460,train
219584,train
180818,train
224649,train
178761,train
220381,train
217684,train
150793,train
222440,train
224048,train
199226,train
221197,train
214722,train
201542,train
185848,train
223356,train
189154,train
173950,train
96027,train
199671,train
201510,train
198468,train
187208,train
215449,train
178420,train
199708,train
193340,train
185132,train
173622,train
185727,train
180726,train
219802,train
118634,train
203461,train
223961,train
198821,train
190187,train
180879,train
196268,train
178849,train
178775,train
184361,train
191626,train
207918,train
194124,train
172921,train
197285,train
174423,train
181738,train
184038,train
209626,train
128825,train
100027,train
193556,train
222381,train
183236,train
182534,train
155770,train
174238,train
175912,train
170748,train
208165,train
221644,train
123679,train
193984,train
222264,train
185893,train
186359,train
194966,train
134420,train
201406,train
222718,train
177111,train
219698,train
188875,train
181768,train
187156,train
223106,train
184154,train
222019,train
173106,train
200256,train
179943,train
145459,train
184306,train
192262,train
200551,train
221234,train
209884,train
200220,train
134562,train
207144,train
205417,train
171873,train
131394,train
203585,train
184753,train
188283,train
223183,train
119390,train
185390,train
178688,train
145394,train
196699,train
201984,train
118408,train
183428,train
193613,train
208368,train
204078,train
223446,train
223465,train
199734,train
137391,train
205664,train
183353,train
173229,train
92713,train
221955,train
200723,train
196765,train
219177,train
172165,train
206515,train
217678,train
118724,train
213226,train
200986,train
205844,train
203681,train
174095,train
189491,train
172808,train
194883,train
206568,train
225108,train
182577,train
178432,train
199683,train
200121,train
200993,train
174485,train
172873,train
211802,train
212595,train
179205,train
221022,train
201553,train
178742,train
200138,train
183564,train
187022,train
188235,train
191566,train
173464,train
182362,train
133699,train
205884,train
208645,train
226157,train
177591,train
179543,train
192392,train
183357,train
178078,train
175658,train
120417,train
187075,train
194958,train
137088,train
203643,train
183604,train
119701,train
188189,train
192020,train
221906,train
184153,train
153069,train
175429,train
131124,train
181691,train
185163,train
187344,train
222693,train
193485,train
193723,train
178158,train
217754,train
170535,train
204571,train
194898,train
122008,train
219555,train
187862,train
189701,train
188754,train
226209,train
179552,train
206227,train
178555,train
220399,train
167894,train
177771,train
223507,train
205677,train
214260,train
167897,train
194704,train
173364,train
206366,train
176905,train
221752,train
199600,train
195353,train
178057,train
221971,train
181791,train
93660,train
120286,train
171412,train
196956,train
196514,train
220064,train
187849,train
145660,train
155138,train
214974,train
188324,train
176029,train
220484,train
144070,train
175470,train
127298,train
177504,train
179682,train
187846,train
183836,train
179631,train
105773,train
226651,train
224367,train
222461,train
188971,train
221139,train
189044,train
207981,train
125556,train
145457,train
185158,train
125003,train
194644,train
222123,train
130562,train
184742,train
184037,train
219524,train
183613,train
208977,train
212057,train
200978,train
221731,train
179539,train
221734,train
225556,train
206036,train
185283,train
177716,train
211742,train
117829,train
103500,train
219602,train
178435,train
212077,train
221270,train
120675,train
181630,train
174369,train
212479,train
129849,train
173006,train
174726,train
188607,train
205794,train
187820,train
218814,train
197356,train
180151,train
120581,train
136537,train
188248,train
211558,train
202076,train
182544,train
127097,train
201231,train
185534,train
224115,train
177683,train
225013,train
176766,train
203516,train
184581,train
214437,train
193412,train
177672,train
175747,train
181806,train
145405,train
192772,train
175346,train
192520,train
184212,train
190075,train
185801,train
191783,train
180566,train
184736,train
200785,train
196646,train
177339,train
125026,train
176425,train
172779,train
168136,train
221963,train
198780,train
183191,train
143420,train
221941,train
180621,train
185251,train
179613,train
92680,train
196811,train
138662,train
181661,train
181664,train
186322,train
222899,train
139347,train
197916,train
189096,train
173127,train
188177,train
220922,train
173872,train
179905,train
201294,train
93684,train
168119,train
200150,train
221879,train
193401,train
169501,train
226647,train
218133,train
169124,train
179759,train
165915,train
134528,train
178936,train
125889,train
122462,train
222066,train
176726,train
182473,train
221712,train
170990,train
203675,train
185165,train
176136,train
175801,train
221684,train
138069,train
197197,train
219612,train
125808,train
187621,train
179662,train
174080,train
127889,train
199495,train
222527,train
196622,train
127338,train
179165,train
220087,train
188133,train
202509,train
200818,train
205007,train
174959,train
196988,train
215773,train
174603,train
206512,train
208495,train
183660,train
177875,train
206583,train
196506,train
181570,train
167860,train
177915,train
126799,train
178707,train
122623,train
190215,train
213331,train
182826,train
177090,train
181069,train
213913,train
220447,train
214614,train
173925,train
175191,train
183638,train
171881,train
202752,train
184100,train
199178,train
220641,train
176595,train
220324,train
221284,train
198232,train
192762,train
220912,train
223511,train
180375,train
174298,train
174794,train
174704,train
146492,train
200267,train
185260,train
203391,train
205393,train
127281,train
178682,train
176332,train
212888,train
167850,train
200462,train
199132,train
181019,train
101960,train
184867,train
224080,train
206634,train
221845,train
190248,train
179601,train
186027,train
165984,train
191233,train
209070,train
176092,train
188766,train
184971,train
205459,train
118598,train
178743,train
222630,train
180821,train
171150,train
176783,train
120279,train
182683,train
172981,train
125494,train
194703,train
168142,train
201571,train
223987,train
140341,train
200145,train
169114,train
224179,train
197343,train
227029,train
179437,train
120342,train
175534,train
173713,train
182082,train
183449,train
211364,train
174538,train
166597,train
97404,train
223193,train
196731,train
190272,train
174441,train
181461,train
227302,train
181592,train
211413,train
99539,train
224568,train
214443,train
195533,train
179082,train
217976,train
177729,train
221658,train
126671,train
188960,train
177984,train
184241,train
181656,train
201488,train
178862,train
221669,train
173923,train
196117,train
172449,train
184502,train
176311,train
125417,train
173905,train
201999,train
153023,train
121392,train
205438,train
192577,train
185289,train
126761,train
184688,train
184275,train
177042,train
189315,train
182123,train
223127,train
190158,train
185239,train
126081,train
221440,train
188412,train
180823,train
132051,train
174012,train
200923,train
139357,train
223626,train
184924,train
222306,train
196635,train
192347,train
200593,train
203177,train
185985,train
195779,train
209642,train
180097,train
224257,train
208551,train
206320,train
227839,train
134658,train
140512,train
199647,train
182613,train
146373,train
195826,train
138524,train
173471,train
137894,train
182808,train
174571,train
188745,train
137350,train
98752,train
224479,train
127897,train
186791,train
135798,train
206149,train
222322,train
189969,train
191508,train
220783,train
199618,train
133590,train
174722,train
166594,train
165837,train
187873,train
222099,train
176379,train
169230,train
184853,train
118397,train
143482,train
185662,train
184751,train
200148,train
199749,train
199031,train
174145,train
197112,train
222535,train
173154,train
227024,train
126456,train
187562,train
223009,train
181873,train
137303,train
131572,train
181908,train
183295,train
193357,train
222276,train
192803,train
227345,train
224283,train
197189,train
225257,train
220345,train
180962,train
192033,train
187754,train
185120,train
201463,train
209035,train
182467,train
138372,train
178955,train
212298,train
199147,train
123187,train
220081,train
187669,train
142621,train
177567,train
186822,train
145446,train
196577,train
220485,train
180782,train
145257,train
183614,train
227513,train
176842,train
209902,train
178387,train
171072,train
199583,train
181639,train
192592,train
195783,train
201534,train
220781,train
227230,train
227094,train
175689,train
219068,train
184399,train
224635,train
187903,train
97398,train
188606,train
177119,train
184733,train
186446,train
92678,train
219727,train
211127,train
178774,train
176157,train
178234,train
197276,train
196929,train
201288,train
175250,train
174508,train
138712,train
179349,train
211565,train
220000,train
141635,train
203003,train
219678,train
175451,train
119785,train
126228,train
178413,train
222547,train
198440,train
203426,train
209683,train
223708,train
177633,train
205579,train
194654,train
193645,train
181932,train
90003,train
222180,train
169109,train
225979,train
189943,train
178347,train
219512,train
152991,train
200504,train
181278,train
213475,train
137026,train
184488,train
185379,train
179717,train
196601,train
186454,train
206720,train
127617,train
206669,train
208202,train
197484,train
223936,train
222485,train
188418,train
102036,train
184732,train
205858,train
173384,train
125575,train
192601,train
195047,train
206116,train
219325,train
174477,train
178271,train
174812,train
178822,train
169364,train
220284,train
205518,train
206722,train
180791,train
202506,train
121548,train
171930,train
190622,train
182497,train
177572,train
195743,train
168740,train
174270,train
167875,train
175655,train
181921,train
175394,train
189370,train
180500,train
126758,train
173265,train
193113,train
175809,train
179850,train
127307,train
186007,train
188032,train
199194,train
172027,train
191163,train
171558,train
177740,train
208093,train
226636,train
203531,train
223427,train
197865,train
205777,train
195574,train
225950,train
193677,train
119279,train
200413,train
210823,train
186261,train
131283,train
183719,train
220408,train
121961,train
177301,train
209696,train
220608,train
184541,train
169487,train
184713,train
222034,train
201941,train
208179,train
225121,train
217904,train
188892,train
189698,train
180404,train
171935,train
167348,train
178576,train
190535,train
175333,train
197876,train
188708,train
223883,train
219980,train
201717,train
209899,train
108781,train
220165,train
175738,train
213157,train
178651,train
181496,train
176373,train
118601,train
200536,train
155831,train
223533,train
225346,train
131286,train
220366,train
212506,train
196237,train
187011,train
222191,train
200213,train
190910,train
209688,train
191604,train
182730,train
176318,train
220863,train
127283,train
186643,train
174498,train
216532,train
119350,train
203694,train
196910,train
188152,train
176129,train
194729,train
224621,train
228042,train
220644,train
200859,train
222328,train
212676,train
126592,train
181872,train
199175,train
195431,train
173838,train
218775,train
220525,train
196516,train
183899,train
184140,train
196920,train
168633,train
186099,train
228043,train
207837,train
221294,train
178600,train
184828,train
187563,train
184908,train
175353,train
172396,train
214604,train
199557,train
176619,train
220153,train
179666,train
179646,train
222571,train
