user_id,fold
220343,train
195068,train
189543,train
200142,train
187110,train
205863,train
123920,train
212328,train
183465,train
173253,train
224372,train
192210,train
222036,train
194917,train
201437,train
191968,train
102617,train
175240,train
118580,train
136966,train
168134,train
180961,train
194707,train
166264,train
181822,train
186470,train
205500,train
181520,train
223025,train
221186,train
124225,train
120555,train
179537,train
118233,train
223836,train
176165,train
182552,train
177474,train
183651,train
175681,train
190006,train
173584,train
197676,train
135894,train
212353,train
206486,train
180579,train
204608,train
123010,train
175250,train
200053,train
205998,train
187892,train
184344,train
200558,train
211937,train
138090,train
178583,train
185230,train
197383,train
207577,train
180094,train
219438,train
221364,train
219390,train
227013,train
175823,train
205394,train
200756,train
182034,train
225290,train
125676,train
177556,train
179887,train
188766,train
200818,train
185386,train
214421,train
194975,train
185641,train
179608,train
206746,train
218471,train
205731,train
224273,train
181765,train
199650,train
217926,train
181222,train
184828,train
118583,train
146605,train
119525,train
181731,train
177677,train
189740,train
218754,train
219077,train
222854,train
187208,train
179131,train
176948,train
190177,train
119755,train
197724,train
122859,train
181230,train
218115,train
139366,train
195194,train
226810,train
185699,train
204572,train
182164,train
226420,train
183793,train
195824,train
184673,train
201668,train
201342,train
197278,train
227459,train
178715,train
118674,train
209266,train
174845,train
205363,train
172322,train
96442,train
88027,train
97522,train
196540,train
169732,train
222988,train
220320,train
176803,train
205198,train
125461,train
174524,train
221293,train
194624,train
185474,train
200129,train
177628,train
183077,train
181681,train
222732,train
186496,train
184107,train
186471,train
190636,train
182404,train
205410,train
177745,train
184504,train
183647,train
183226,train
152812,train
192063,train
225968,train
221226,train
220485,train
209410,train
177785,train
180049,train
209046,train
173194,train
209119,train
207925,train
144068,train
180415,train
195283,train
200202,train
118643,train
123687,train
197031,train
219946,train
180838,train
220664,train
190926,train
133687,train
199499,train
221563,train
173268,train
200782,train
200549,train
175440,train
177760,train
221089,train
212318,train
192752,train
125847,train
209693,train
193732,train
225840,train
168150,train
200598,train
190044,train
166817,train
219408,train
173760,train
168131,train
177991,train
176754,train
197532,train
205458,train
206945,train
187179,train
190776,train
224043,train
127729,train
211365,train
154738,train
193109,train
198370,train
214066,train
176196,train
173791,train
183438,train
172919,train
200542,train
148782,train
185837,train
222368,train
123151,train
171410,train
197200,train
200402,train
211776,train
185211,train
186465,train
222972,train
198406,train
145759,train
177320,train
202267,train
204669,train
206317,train
203715,train
179240,train
193375,train
136960,train
145371,train
190134,train
124350,train
144067,train
226293,train
186546,train
174241,train
196788,train
194732,train
135763,train
188130,train
190172,train
220415,train
210587,train
196815,train
127582,train
177783,train
190321,train
207144,train
181206,train
185382,train
127338,train
193198,train
174022,train
196619,train
222634,train
196848,train
212562,train
169055,train
199760,train
223945,train
227608,train
179871,train
194586,train
208693,train
199612,train
179531,train
223735,train
222651,train
134650,train
176058,train
169268,train
201443,train
223775,train
188762,train
180137,train
187159,train
189297,train
219220,train
188450,train
178067,train
227682,train
200599,train
152064,train
222627,train
223713,train
190135,train
207843,train
192418,train
171851,train
137257,train
176584,train
211515,train
218982,train
184516,train
130173,train
204970,train
213509,train
174554,train
194043,train
220432,train
198802,train
175074,train
177582,train
183608,train
222157,train
119662,train
223687,train
174804,train
128818,train
175743,train
175627,train
213640,train
152993,train
221377,train
226395,train
224584,train
171858,train
192736,train
203490,train
193351,train
122184,train
193985,train
193492,train
208546,train
189511,train
179592,train
203449,train
174445,train
224527,train
193317,train
192495,train
184054,train
199208,train
224068,train
224535,train
176867,train
218698,train
192251,train
