user_id,fold
223105,train
208872,train
220463,train
184901,train
120881,train
189363,train
219055,train
226097,train
201849,train
203773,train
172401,train
224168,train
130722,train
125499,train
143426,train
175931,train
222306,train
192257,train
176588,train
192451,train
194991,train
194898,train
187339,train
199875,train
224766,train
175895,train
210577,train
125546,train
179744,train
185943,train
102617,train
222833,train
220766,train
172855,train
197133,train
184099,train
185721,train
187927,train
220549,train
176752,train
173335,train
196177,train
174630,train
187021,train
192643,train
181110,train
218692,train
147353,train
201328,train
173014,train
101699,train
183589,train
202179,train
174659,train
187505,train
206843,train
176234,train
187188,train
212924,train
179104,train
184780,train
181541,train
153522,train
193986,train
223113,train
96369,train
183123,train
183322,train
176912,train
173216,train
171495,train
194691,train
181496,train
216365,train
190148,train
214967,train
199410,train
184364,train
182244,train
222567,train
131040,train
207918,train
174410,train
227204,train
223145,train
184851,train
187986,train
225140,train
187988,train
173875,train
218397,train
175230,train
196608,train
191280,train
199874,train
180471,train
143009,train
174054,train
188015,train
192292,train
188700,train
209910,train
201418,train
197562,train
221172,train
119846,train
208251,train
181962,train
181087,train
184779,train
204822,train
161300,train
223505,train
178502,train
101693,train
218441,train
202977,train
184805,train
203197,train
191153,train
176955,train
227647,train
177483,train
182636,train
212309,train
180951,train
205584,train
196839,train
198816,train
189605,train
131390,train
209099,train
174608,train
213037,train
198634,train
200089,train
188489,train
177474,train
176092,train
144732,train
226541,train
178808,train
184406,train
194997,train
199750,train
224579,train
193291,train
131271,train
220123,train
223856,train
110595,train
181167,train
175147,train
201312,train
108823,train
202920,train
201624,train
222179,train
136964,train
171577,train
80145,train
143881,train
174886,train
93681,train
208169,train
221015,train
176059,train
225336,train
152973,train
189598,train
205723,train
182467,train
137947,train
211362,train
196823,train
198435,train
185192,train
194146,train
120319,train
221295,train
176947,train
226659,train
224588,train
198183,train
187029,train
225954,train
207917,train
109617,train
177568,train
175110,train
193985,train
105692,train
225537,train
173044,train
204921,train
183904,train
174033,train
188189,train
183670,train
179318,train
188098,train
194736,train
183986,train
173046,train
134528,train
166867,train
187091,train
187854,train
130977,train
214741,train
218095,train
125541,train
175196,train
173361,train
195773,train
204997,train
222122,train
119281,train
185480,train
166934,train
187770,train
133687,train
189639,train
180774,train
150897,train
199009,train
188487,train
198400,train
177232,train
212482,train
176948,train
146402,train
193536,train
181299,train
184144,train
191706,train
201663,train
227509,train
219803,train
208580,train
212465,train
197712,train
193663,train
224775,train
178855,train
195771,train
180780,train
190156,train
175381,train
117948,train
133588,train
191783,train
221864,train
194669,train
177340,train
121924,train
188077,train
190931,train
177841,train
175966,train
137019,train
186242,train
220048,train
97505,train
133620,train
181622,train
180241,train
189585,train
193850,train
199234,train
122011,train
222620,train
199659,train
212356,train
195802,train
222719,train
212727,train
197466,train
203745,train
189324,train
129988,train
225114,train
201400,train
226773,train
176509,train
101950,train
181263,train
221562,train
224393,train
186876,train
223571,train
208666,train
179543,train
125585,train
146458,train
197970,train
208693,train
204692,train
199934,train
207852,train
205622,train
199481,train
184182,train
178682,train
96405,train
188256,train
174423,train
227497,train
182016,train
187782,train
212718,train
92727,train
184306,train
182718,train
188221,train
201292,train
143318,train
179793,train
176589,train
177080,train
125501,train
178624,train
217875,train
201774,train
189588,train
192704,train
183903,train
224457,train
203392,train
172580,train
171842,train
196800,train
176569,train
177567,train
175776,train
216805,train
194624,train
205531,train
171572,train
175872,train
205763,train
92729,train
181252,train
173290,train
222964,train
226160,train
181099,train
177468,train
205773,train
208392,train
199639,train
137312,train
223968,train
222259,train
179865,train
186382,train
175267,train
205921,train
168203,train
199707,train
119823,train
125810,train
190147,train
182756,train
186023,train
205993,train
207953,train
219887,train
205798,train
182450,train
186460,train
205582,train
203653,train
175068,train
148907,train
195188,train
200605,train
219652,train
173332,train
211375,train
198584,train
180378,train
181670,train
179919,train
175065,train
180695,train
177773,train
166146,train
176781,train
183429,train
221439,train
181835,train
172044,train
187908,train
177892,train
188890,train
195164,train
221710,train
137274,train
187341,train
223833,train
185972,train
183075,train
190243,train
204768,train
166833,train
182059,train
198408,train
181038,train
186334,train
174591,train
173389,train
180110,train
221171,train
138069,train
202485,train
209264,train
200999,train
198514,train
175445,train
221980,train
137037,train
177830,train
205065,train
220435,train
122065,train
205397,train
225346,train
179165,train
173741,train
224484,train
200000,train
193491,train
212398,train
200580,train
187402,train
179206,train
223389,train
186306,train
183569,train
177913,train
222202,train
219427,train
192293,train
180188,train
176389,train
169184,train
186959,train
189255,train
221095,train
226702,train
191485,train
195518,train
180673,train
223556,train
185124,train
205643,train
170990,train
171909,train
183618,train
185821,train
172262,train
175768,train
203363,train
189050,train
173147,train
187044,train
181242,train
213480,train
207339,train
175039,train
199617,train
172870,train
204702,train
179249,train
181640,train
186461,train
191568,train
192269,train
181689,train
179905,train
179353,train
183472,train
200255,train
133234,train
197889,train
203547,train
118583,train
175942,train
133655,train
219071,train
195185,train
183528,train
169185,train
223149,train
178980,train
191901,train
186508,train
179441,train
222309,train
132051,train
173615,train
176007,train
178180,train
171947,train
217770,train
184492,train
193408,train
180493,train
182080,train
222088,train
180529,train
176188,train
185357,train
193480,train
193687,train
206344,train
204028,train
127545,train
193287,train
174965,train
180002,train
193886,train
127172,train
179022,train
176635,train
179739,train
195425,train
178689,train
176878,train
143323,train
212056,train
206550,train
192550,train
166921,train
126587,train
182408,train
193848,train
201149,train
209398,train
225665,train
221886,train
185504,train
143321,train
188875,train
224981,train
105142,train
214496,train
127662,train
174513,train
220840,train
203212,train
175715,train
180779,train
223067,train
127114,train
203432,train
213484,train
181212,train
189590,train
174491,train
204660,train
145413,train
179934,train
188968,train
198723,train
186648,train
97400,train
185085,train
127705,train
194303,train
150777,train
181421,train
194138,train
173136,train
183937,train
126021,train
211530,train
191142,train
93682,train
224561,train
199970,train
195137,train
202287,train
185328,train
197722,train
214349,train
225944,train
219735,train
198591,train
222612,train
197947,train
185510,train
222065,train
221561,train
180597,train
189498,train
169161,train
224041,train
189367,train
182400,train
222203,train
92724,train
183909,train
174725,train
186090,train
167842,train
193836,train
121970,train
199650,train
179217,train
214604,train
204610,train
214606,train
174783,train
117918,train
180861,train
179531,train
193594,train
202161,train
140019,train
228042,train
186880,train
208547,train
194527,train
109406,train
178520,train
194161,train
176644,train
220100,train
167685,train
176352,train
212725,train
173771,train
199203,train
174975,train
172043,train
180006,train
184581,train
173517,train
222227,train
193414,train
220138,train
208550,train
210813,train
200480,train
185443,train
179908,train
108743,train
182413,train
179097,train
200096,train
117890,train
201559,train
130575,train
125582,train
121235,train
96440,train
183406,train
182752,train
221776,train
181540,train
180399,train
188366,train
188129,train
219411,train
125417,train
217682,train
121848,train
175456,train
174254,train
145446,train
176223,train
179657,train
205517,train
97304,train
181220,train
199534,train
184695,train
186238,train
186948,train
223973,train
190169,train
171023,train
145471,train
205693,train
183657,train
197967,train
148324,train
189599,train
137141,train
194646,train
191386,train
127942,train
199505,train
179756,train
223534,train
184093,train
103643,train
191995,train
200629,train
219434,train
128825,train
169124,train
186897,train
188535,train
194679,train
222565,train
203524,train
180426,train
177989,train
181855,train
190080,train
111156,train
173007,train
184593,train
122622,train
196083,train
219971,train
204591,train
212278,train
220540,train
222508,train
198811,train
177720,train
188549,train
177276,train
173248,train
180043,train
175792,train
189372,train
222163,train
127617,train
185995,train
225192,train
227674,train
123707,train
189009,train
126231,train
219391,train
171130,train
207684,train
196699,train
195020,train
184684,train
179107,train
189305,train
173510,train
223763,train
176407,train
176350,train
141706,train
189683,train
201261,train
227017,train
224253,train
182084,train
220819,train
224365,train
118201,train
196695,train
194119,train
228048,train
143421,train
203105,train
187599,train
178359,train
195051,train
185850,train
198053,train
190213,train
221475,train
105470,train
196743,train
118395,train
127306,train
222599,train
175567,train
220625,train
181753,train
203207,train
185653,train
224205,train
181740,train
200918,train
205801,train
181550,train
183645,train
202797,train
133701,train
220833,train
150196,train
152143,train
193017,train
127340,train
180700,train
220644,train
205664,train
118529,train
181327,train
216533,train
188149,train
186831,train
218999,train
183211,train
131288,train
215014,train
227557,train
171996,train
183279,train
225807,train
222436,train
226742,train
222287,train
201604,train
179887,train
187355,train
223089,train
182678,train
184412,train
185489,train
182509,train
223958,train
190159,train
184455,train
131125,train
189100,train
177177,train
206620,train
222589,train
176282,train
205413,train
223413,train
184863,train
175651,train
153012,train
171363,train
195248,train
189535,train
219730,train
176818,train
221173,train
205898,train
196878,train
203260,train
208630,train
183219,train
178383,train
189581,train
220286,train
200896,train
205563,train
181683,train
203125,train
219830,train
204799,train
211654,train
182031,train
180559,train
190752,train
213659,train
177303,train
181227,train
183386,train
197135,train
223786,train
182372,train
203625,train
227078,train
192711,train
188902,train
218545,train
193018,train
173701,train
223119,train
200122,train
221255,train
227207,train
103644,train
226810,train
208383,train
173038,train
187267,train
222740,train
172935,train
227330,train
175037,train
222630,train
196515,train
186349,train
223667,train
198575,train
170512,train
214729,train
206651,train
175937,train
180453,train
178546,train
202295,train
179211,train
183263,train
90597,train
224645,train
183021,train
180981,train
221539,train
222711,train
195941,train
200076,train
212464,train
173751,train
204818,train
193541,train
179897,train
222455,train
227747,train
120366,train
188474,train
199722,train
203464,train
193664,train
213635,train
203415,train
205395,train
129572,train
211217,train
203713,train
198499,train
188421,train
124820,train
108835,train
214351,train
226392,train
201330,train
137260,train
217186,train
189002,train
179380,train
224026,train
185848,train
212542,train
193360,train
171785,train
193845,train
175352,train
220455,train
105491,train
226731,train
120076,train
199780,train
226979,train
223843,train
178861,train
195821,train
145251,train
190904,train
207456,train
194904,train
125010,train
224346,train
196514,train
185413,train
219644,train
174116,train
176815,train
184841,train
179618,train
220002,train
178694,train
181159,train
125803,train
207687,train
184464,train
224291,train
195128,train
179914,train
199255,train
176874,train
219549,train
200171,train
179621,train
195314,train
169162,train
200721,train
215427,train
181657,train
171520,train
127145,train
174080,train
183647,train
223162,train
175003,train
205524,train
195218,train
175918,train
176895,train
137314,train
193469,train
223848,train
201719,train
192413,train
178428,train
225292,train
196725,train
80161,train
196701,train
190952,train
221355,train
221310,train
221902,train
181441,train
193537,train
175195,train
199147,train
205907,train
222041,train
221850,train
223068,train
200100,train
178877,train
214713,train
222579,train
189502,train
211600,train
204842,train
177614,train
189027,train
182409,train
140110,train
183552,train
187110,train
180126,train
180703,train
185552,train
145317,train
180034,train
221147,train
195844,train
174318,train
146411,train
185834,train
197186,train
182717,train
178603,train
176633,train
198203,train
190025,train
125492,train
203454,train
173467,train
193319,train
195756,train
133624,train
203558,train
198660,train
171861,train
194822,train
185141,train
224070,train
171705,train
182001,train
184238,train
169080,train
223997,train
199031,train
138072,train
196101,train
227694,train
199969,train
189319,train
180783,train
172785,train
180931,train
183399,train
183246,train
194711,train
137350,train
172850,train
221680,train
202305,train
216225,train
176044,train
180762,train
191696,train
206182,train
219575,train
222463,train
177229,train
221853,train
189996,train
223977,train
225135,train
181519,train
189429,train
193490,train
198674,train
108189,train
183069,train
175449,train
173058,train
181161,train
173129,train
214768,train
118469,train
185176,train
185157,train
190275,train
224361,train
190138,train
211412,train
181179,train
207474,train
184177,train
204607,train
223249,train
142677,train
226727,train
119558,train
171629,train
181841,train
146414,train
169207,train
188051,train
179233,train
125506,train
226811,train
220075,train
177901,train
127332,train
170949,train
144070,train
220399,train
127547,train
122710,train
174457,train
180498,train
211327,train
182116,train
181425,train
123687,train
175325,train
122258,train
184310,train
199307,train
155793,train
198145,train
184040,train
190340,train
223511,train
145259,train
171111,train
